Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Engagement_Score,Visit_Category,High_Engagement_Time,Contact_Restricted
API,Olark Chat,0,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,15.0,15.0,0,0,Modified,0.0,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,12.0,809,4.0,Other,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,0,Modified,0.20653007353403308,High (11+),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,638,2.0,Page Visited on Website,Other,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Mumbai,02.Medium,02.Medium,14.0,15.0,0,1,Modified,0.149866968344751,Low (1-2),1,0
API,Google,0,0,1,5.0,1196,5.0,Page Visited on Website,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,15.0,15.0,0,0,Modified,0.28689795319799716,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,0,6.0,1485,6.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Email Opened,0.35523222927534404,Medium (3-10),1,0
API,Google,0,0,0,9.0,125,3.0,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.048925271824523914,Medium (3-10),0,0
API,Google,0,0,1,3.0,165,3.0,Olark Chat Conversation,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,15.0,15.0,0,0,Modified,0.05058135880837157,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,6.0,398,3.0,Olark Chat Conversation,India,Other,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,02.Medium,15.0,15.0,0,1,Other,0.10540663691785558,Medium (3-10),1,0
API,Organic Search,0,0,0,3.0,570,3.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,02.Medium,02.Medium,13.0,15.0,0,0,Modified,0.1396706680912576,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,1,6.0,895,6.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities of Maharashtra,02.Medium,01.High,14.0,18.0,0,1,Email Opened,0.22544780340644838,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,4.0,1190,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,0,Email Opened,0.2808162068170867,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Link Clicked,Unknown,Business Administration,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,02.Medium,01.High,14.0,19.0,0,0,Other,0.0,Low (1-2),0,0
API,Direct Traffic,0,0,0,5.0,1566,5.0,Converted to Lead,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Unknown,03.Low,02.Medium,11.0,15.0,0,0,Modified,0.36828818637001653,Medium (3-10),1,0
API,Google,0,0,1,5.0,727,5.0,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Thane & Outskirts,02.Medium,02.Medium,14.0,15.0,0,0,Email Opened,0.18373033331238348,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,8.0,652,4.0,Other,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,02.Medium,02.Medium,13.0,15.0,0,0,Modified,0.16723231307481198,Medium (3-10),1,0
API,Organic Search,0,0,0,4.0,1248,1.33,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,13.0,15.0,0,0,Email Opened,0.28403896151509433,Medium (3-10),1,0
API,Google,0,0,0,2.0,767,2.0,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Unknown,02.Medium,02.Medium,15.0,14.0,0,0,Modified,0.17824356315337397,Low (1-2),1,0
API,Other,0,0,0,10.0,275,3.33,Page Visited on Website,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,02.Medium,02.Medium,15.0,13.0,0,0,Page Visited on Website,0.08429035991871453,Medium (3-10),0,0
API,Organic Search,0,0,0,3.0,273,3.0,Converted to Lead,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.07433850795047452,Medium (3-10),0,0
Lead Add Form,Reference,0,0,1,3.0,1111,2.0,Email Opened,Unknown,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Other Cities,02.Medium,01.High,14.0,18.0,0,0,Modified,0.25510495883351136,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,8.0,277,4.0,Email Opened,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,Email Opened,0.08474221188695452,Medium (3-10),0,0
API,Organic Search,0,0,1,3.0,1207,1.5,Olark Chat Conversation,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,01.High,02.Medium,16.0,15.0,0,0,Modified,0.2744367104518886,Medium (3-10),1,0
API,Google,0,0,0,2.0,39,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,01.High,02.Medium,16.0,15.0,0,0,Modified,0.014531351475918127,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,4.0,1638,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,03.Low,01.High,12.0,18.0,0,1,Email Opened,0.3793643810361804,Medium (3-10),1,0
API,Other,0,0,0,16.0,53,16.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,15.0,13.0,0,0,Modified,0.08784907715836004,High (11+),0,0
Landing Page Submission,Direct Traffic,0,0,0,1.0,127,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,01.High,01.High,16.0,18.0,0,1,Modified,0.03269855236419249,Low (1-2),0,0
Landing Page Submission,Organic Search,1,0,0,5.0,100,5.0,Page Visited on Website,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,1,Modified,0.0458068841262858,Medium (3-10),0,1
Landing Page Submission,Google,1,0,0,4.0,323,4.0,Other,India,International Business,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,13.0,18.0,0,0,Other,0.09009909287076028,Medium (3-10),0,1
API,Google,0,0,1,2.0,160,1.0,Olark Chat Conversation,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,01.High,02.Medium,16.0,15.0,0,0,Modified,0.041148157459200134,Low (1-2),0,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Opened,Unknown,Marketing Management,Businessman,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,02.Medium,01.High,15.0,19.0,0,0,Modified,0.0,Low (1-2),0,0
API,Google,0,0,0,1.0,263,1.0,Converted to Lead,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,02.Medium,02.Medium,14.0,14.0,0,0,Modified,0.06261496239498879,Low (1-2),0,0
API,Google,0,0,0,2.0,1218,2.0,Olark Chat Conversation,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,03.Low,02.Medium,11.0,15.0,0,0,Modified,0.2774516581819705,Low (1-2),1,0
Lead Add Form,Reference,0,0,1,3.0,986,2.0,Email Opened,Unknown,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,02.Medium,01.High,14.0,19.0,0,0,Modified,0.2276082584375589,Medium (3-10),1,0
Lead Add Form,Other,0,0,1,3.0,889,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.20627081893029978,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,5.0,1091,5.0,Other,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,13.0,20.0,0,0,Other,0.26380072486539713,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,291,4.0,Olark Chat Conversation,India,Supply Chain Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Modified,0.08305993756939643,Medium (3-10),0,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Opened,Unknown,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Thane & Outskirts,02.Medium,02.Medium,15.0,16.0,0,0,Modified,0.0,Low (1-2),0,0
API,Google,1,0,0,1.0,1759,1.0,Olark Chat Conversation,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,01.High,02.Medium,16.0,15.0,0,0,Other,0.3916954727337481,Low (1-2),1,1
Landing Page Submission,Other,0,0,0,7.0,41,3.5,Email Opened,India,Other,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,02.Medium,14.0,14.0,0,1,Email Opened,0.02985225106320575,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,5.0,386,5.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Thane & Outskirts,02.Medium,01.High,14.0,17.0,0,0,Modified,0.10871933463222509,Medium (3-10),1,0
API,Other,0,0,0,6.0,216,2.0,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,14.0,13.0,0,0,Page Visited on Website,0.06180001256992018,Medium (3-10),0,0
Landing Page Submission,Google,0,0,1,5.0,1603,5.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,14.0,20.0,0,0,Email Opened,0.37642720968721843,Medium (3-10),1,0
Landing Page Submission,Other,0,0,0,7.0,106,3.5,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities,02.Medium,02.Medium,14.0,13.0,0,0,Modified,0.04415053526910104,Medium (3-10),0,0
API,Google,0,0,0,2.0,73,2.0,Other,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Unknown,03.Low,02.Medium,12.0,15.0,0,0,Modified,0.025581882555045773,Low (1-2),0,0
API,Google,0,0,0,2.0,77,2.0,Converted to Lead,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,13.0,15.0,0,0,Modified,0.026461776967716254,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,718,3.0,Other,India,Other,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,02.Medium,02.Medium,13.0,14.0,0,1,Modified,0.17222676136006534,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,5.0,432,1.67,Olark Chat Conversation,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,Other,0.10694526323507846,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,5.0,232,2.5,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Other Cities,02.Medium,02.Medium,13.0,16.0,0,0,Email Opened,0.0659148283158402,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,702,2.0,Email Opened,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities,02.Medium,02.Medium,14.0,13.0,0,1,Email Opened,0.16394527894747868,Low (1-2),1,0
Landing Page Submission,Organic Search,0,0,1,5.0,614,5.0,Other,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Thane & Outskirts,02.Medium,01.High,15.0,19.0,0,1,Other,0.15887331615444242,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,1.0,1808,1.0,Converted to Lead,India,IT Projects Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Lost to EINS,0,0,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,0,1,Modified,0.4024741792889615,Low (1-2),1,0
Landing Page Submission,Direct Traffic,1,0,0,2.0,234,1.0,Email Bounced,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,1,Modified,0.05742620409360401,Low (1-2),0,1
Landing Page Submission,Direct Traffic,0,0,0,3.0,245,3.0,Other,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,02.Medium,01.High,13.0,17.0,0,1,Modified,0.06817924706178116,Medium (3-10),0,0
Landing Page Submission,Organic Search,0,0,1,8.0,1268,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,01.High,01.High,16.0,18.0,0,1,Email Opened,0.30273605262606584,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,2.0,56,2.0,Email Bounced,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Mumbai,03.Low,02.Medium,12.0,15.0,0,0,Modified,0.021842331301196238,Low (1-2),0,0
API,Other,0,0,0,4.0,174,2.0,Email Link Clicked,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,02.Medium,02.Medium,13.0,13.0,0,0,Modified,0.05018016885592776,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,1149,2.0,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,Email Opened,0.2646544319443571,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,333,2.0,Email Opened,India,Other,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities,02.Medium,02.Medium,14.0,13.0,0,1,Email Opened,0.08277501937862695,Low (1-2),0,0
API,Organic Search,0,0,0,7.0,471,2.33,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Email Opened,0.12026232899671087,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,3.0,1010,3.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,0,1,Email Opened,0.23645905348501034,Medium (3-10),1,0
API,Olark Chat,0,0,1,10.0,1815,3.33,Other,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,0,1,Other,0.42304970879684917,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,47,2.0,Email Link Clicked,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Other,0.01986256887268766,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,3.0,1528,1.5,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Modified,0.3450482370686946,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,6.0,919,6.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,14.0,20.0,0,0,Email Opened,0.23072716988247124,Medium (3-10),1,0
API,Organic Search,0,0,0,10.0,194,5.0,Email Link Clicked,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,02.Medium,02.Medium,13.0,15.0,0,0,Modified,0.07243678377642303,Medium (3-10),0,0
API,Organic Search,0,0,0,1.0,1173,1.0,Converted to Lead,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.2627909412775229,Low (1-2),1,0
API,Google,0,0,0,2.0,351,2.0,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,13.0,15.0,0,0,Email Opened,0.08673454423564411,Low (1-2),1,0
Landing Page Submission,Other,0,0,0,12.0,493,12.0,Email Link Clicked,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,01.High,02.Medium,16.0,16.0,0,1,Other,0.16558984350449374,High (11+),1,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,381,1.5,Page Visited on Website,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,02.Medium,01.High,13.0,17.0,0,1,Page Visited on Website,0.0927385142354346,Medium (3-10),1,0
API,Other,0,0,0,2.0,1944,2.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,14.0,13.0,0,0,Email Opened,0.43715249408166257,Low (1-2),1,0
Landing Page Submission,Google,0,0,0,5.0,65,5.0,Other,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,02.Medium,01.High,13.0,17.0,0,0,Modified,0.0381078080154191,Medium (3-10),0,0
API,Organic Search,0,0,0,7.0,1334,7.0,Email Opened,India,Business Administration,Unknown,Unknown,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,02.Medium,02.Medium,14.0,16.0,0,1,Modified,0.3267781199589383,Medium (3-10),1,0
API,Google,0,0,0,7.0,615,7.0,Other,India,"Banking, Investment And Insurance",Unknown,Unknown,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Thane & Outskirts,02.Medium,02.Medium,13.0,15.0,0,0,Modified,0.16861709928141955,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,14.0,20.0,0,0,Email Opened,0.0,Low (1-2),0,0
API,Google,0,0,0,1.0,250,1.0,Email Bounced,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Unknown,02.Medium,02.Medium,13.0,15.0,0,0,Modified,0.059755305553809736,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,383,2.0,Email Link Clicked,India,Business Administration,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,0,1,Other,0.09377369953700795,Low (1-2),1,0
Lead Add Form,Other,0,0,1,3.0,1240,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,Modified,0.28348155364213434,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Opened,Unknown,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,02.Medium,01.High,14.0,19.0,0,0,Email Opened,0.0,Low (1-2),0,0
Lead Add Form,Other,0,0,1,3.0,458,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.11146219596505562,Medium (3-10),1,0
Lead Add Form,Other,0,0,1,3.0,1060,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.2438863050719628,Medium (3-10),1,0
API,Olark Chat,0,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.0,Low (1-2),0,0
API,Other,0,0,0,4.0,904,4.0,Olark Chat Conversation,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Unknown,01.High,02.Medium,17.0,13.0,0,0,Modified,0.21790375631114745,Medium (3-10),1,0
API,Google,0,0,0,1.0,164,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.04083757568139443,Low (1-2),0,0
API,Google,0,0,0,2.0,1793,2.0,Converted to Lead,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Unknown,03.Low,02.Medium,11.0,15.0,0,0,Modified,0.40393648000335197,Low (1-2),1,0
API,Organic Search,0,0,0,5.0,1841,5.0,Olark Chat Conversation,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,02.Medium,02.Medium,15.0,15.0,0,0,Modified,0.428780927241112,Medium (3-10),1,0
API,Organic Search,0,0,1,8.0,877,2.67,Email Link Clicked,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,02.Medium,02.Medium,14.0,16.0,0,0,Other,0.21197637378752646,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Other,Unknown,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,02.Medium,01.High,14.0,20.0,0,0,Modified,0.0,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,1,12.0,1411,6.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities,01.High,02.Medium,16.0,16.0,0,1,Email Opened,0.34609703978379736,High (11+),1,0
API,Organic Search,0,0,1,6.0,385,6.0,Converted to Lead,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Thane & Outskirts,02.Medium,02.Medium,15.0,16.0,0,0,Modified,0.11326126579096224,Medium (3-10),1,0
